country,date,sector,MtCO2_per_day
United States,2022-02-01,Ground Transport,4.05497
United States,2022-02-01,Industry,2.86084
United States,2022-02-01,International Aviation,0.176702
United States,2022-02-01,Residential,2.87335
Japan,2022-02-01,International Aviation,0.00980412
United States,2022-02-01,Power,3.94541
United Kingdom,2022-02-01,Ground Transport,0.240196
Japan,2022-02-01,Industry,0.482364
Germany,2022-02-01,Industry,0.0891561
Japan,2022-02-01,Domestic Aviation,0.0261653
China,2022-02-01,Domestic Aviation,0.108098
China,2022-02-01,Industry,11.1292
China,2022-02-01,International Aviation,0.0239164
China,2022-02-01,Power,17.6948
China,2022-02-01,Residential,3.68696
France,2022-02-01,Domestic Aviation,0.00776924
France,2022-02-01,Ground Transport,0.2448
France,2022-02-01,Industry,0.0626426
France,2022-02-01,International Aviation,0.017977
France,2022-02-01,Power,0.0528919
Japan,2022-02-01,Ground Transport,0.471777
France,2022-02-01,Residential,0.248387
Germany,2022-02-01,Ground Transport,0.270265
Germany,2022-02-01,International Aviation,0.0239529
Germany,2022-02-01,Power,0.244682
Germany,2022-02-01,Residential,0.413677
India,2022-02-01,Domestic Aviation,0.0193046
India,2022-02-01,Ground Transport,0.696005
India,2022-02-01,Industry,2.01067
India,2022-02-01,International Aviation,0.00958851
India,2022-02-01,Power,3.41534
India,2022-02-01,Residential,1.76636
Germany,2022-02-01,Domestic Aviation,0.00336227
China,2022-02-01,Ground Transport,2.55657
China,2022-02-02,Domestic Aviation,0.0807042
India,2022-02-02,Residential,1.20692
Japan,2022-02-02,International Aviation,0.0122546
Japan,2022-02-02,Power,1.85593
Japan,2022-02-02,Residential,0.644379
Russia,2022-02-02,Domestic Aviation,0.0386029
Russia,2022-02-02,Ground Transport,0.651236
Russia,2022-02-02,Industry,0.861127
Russia,2022-02-02,International Aviation,0.00904875
Russia,2022-02-02,Power,2.84324
Russia,2022-02-02,Residential,0.802941
United Kingdom,2022-02-02,Domestic Aviation,0.0051293
United Kingdom,2022-02-02,Ground Transport,0.342824
United Kingdom,2022-02-02,Industry,0.252414
United Kingdom,2022-02-02,International Aviation,0.0199134
United Kingdom,2022-02-02,Power,0.200954
United Kingdom,2022-02-02,Residential,0.273585
United States,2022-02-02,Domestic Aviation,0.405312
United States,2022-02-02,Ground Transport,3.75592
United States,2022-02-02,Industry,2.67007
United States,2022-02-02,International Aviation,0.156267
Japan,2022-02-02,Industry,0.757773
United States,2022-02-02,Power,4.26655
Japan,2022-02-02,Ground Transport,0.488518
Japan,2022-02-02,Domestic Aviation,0.0156725
China,2022-02-02,Power,11.3586
China,2022-02-02,Residential,4.24457
France,2022-02-02,Domestic Aviation,0.00535231
France,2022-02-02,Ground Transport,0.342118
France,2022-02-02,Industry,0.21634
France,2022-02-02,International Aviation,0.0120733
France,2022-02-02,Power,0.138127
France,2022-02-02,Residential,0.291649
Germany,2022-02-02,Domestic Aviation,0.00428186
Germany,2022-02-02,Ground Transport,0.424615
Germany,2022-02-02,Industry,0.372713
Germany,2022-02-02,International Aviation,0.0178067
Germany,2022-02-02,Power,0.684781
Germany,2022-02-02,Residential,0.573102
India,2022-02-02,Domestic Aviation,0.0108101
India,2022-02-02,Ground Transport,0.824416
India,2022-02-02,Industry,2.21773
India,2022-02-02,International Aviation,0.00932663
India,2022-02-02,Power,3.89712
China,2022-02-02,Ground Transport,2.2016
China,2022-02-02,International Aviation,0.0232361
United States,2022-02-02,Residential,2.97366
China,2022-02-02,Industry,6.9383
Japan,2022-02-03,Ground Transport,0.498296
Japan,2022-02-03,Industry,0.871176
Japan,2022-02-03,International Aviation,0.0126019
Japan,2022-02-03,Power,1.60123
Japan,2022-02-03,Residential,0.501995
Russia,2022-02-03,Domestic Aviation,0.0348155
Russia,2022-02-03,Ground Transport,0.688444
Russia,2022-02-03,Industry,0.848702
Russia,2022-02-03,International Aviation,0.00702389
Russia,2022-02-03,Power,2.62086
Russia,2022-02-03,Residential,0.725518
United Kingdom,2022-02-03,Domestic Aviation,0.00545762
United Kingdom,2022-02-03,Ground Transport,0.346118
United Kingdom,2022-02-03,Industry,0.189169
United Kingdom,2022-02-03,International Aviation,0.0230473
United Kingdom,2022-02-03,Power,0.20593
United Kingdom,2022-02-03,Residential,0.318779
United States,2022-02-03,Domestic Aviation,0.436364
United States,2022-02-03,Ground Transport,4.6142
United States,2022-02-03,Power,3.90197
Japan,2022-02-03,Domestic Aviation,0.0163629
China,2022-02-03,Ground Transport,2.53593
India,2022-02-03,Power,3.86689
China,2022-02-03,Industry,11.8968
China,2022-02-03,International Aviation,0.0249005
China,2022-02-03,Power,13.7815
China,2022-02-03,Residential,2.67776
France,2022-02-03,Domestic Aviation,0.00527964
France,2022-02-03,Ground Transport,0.346745
France,2022-02-03,Industry,0.224571
France,2022-02-03,International Aviation,0.0145955
France,2022-02-03,Power,0.144266
China,2022-02-03,Domestic Aviation,0.119534
France,2022-02-03,Residential,0.307139
Germany,2022-02-03,Ground Transport,0.431197
Germany,2022-02-03,Industry,0.417598
Germany,2022-02-03,International Aviation,0.0203921
Germany,2022-02-03,Power,0.992917
Germany,2022-02-03,Residential,0.684152
India,2022-02-03,Domestic Aviation,0.0165523
India,2022-02-03,Ground Transport,0.834659
India,2022-02-03,Industry,2.11038
India,2022-02-03,International Aviation,0.00991368
Germany,2022-02-03,Domestic Aviation,0.00479178
India,2022-02-03,Residential,0.395533
United States,2022-02-03,International Aviation,0.152714
United States,2022-02-03,Residential,1.93435
United States,2022-02-03,Industry,2.81386
Japan,2022-02-04,Ground Transport,0.485063
Japan,2022-02-04,Industry,0.71871
Japan,2022-02-04,International Aviation,0.0125092
Japan,2022-02-04,Power,1.17847
Japan,2022-02-04,Residential,0.478911
Russia,2022-02-04,Domestic Aviation,0.0333768
Russia,2022-02-04,Ground Transport,0.612357
Russia,2022-02-04,Industry,0.865382
Russia,2022-02-04,International Aviation,0.0018816
Russia,2022-02-04,Power,2.33454
United States,2022-02-04,Power,3.6475
United Kingdom,2022-02-04,Domestic Aviation,0.00419408
United Kingdom,2022-02-04,Ground Transport,0.310711
United Kingdom,2022-02-04,Industry,0.221863
United Kingdom,2022-02-04,International Aviation,0.0314448
United Kingdom,2022-02-04,Power,0.275789
United Kingdom,2022-02-04,Residential,0.370871
United States,2022-02-04,Domestic Aviation,0.376113
United States,2022-02-04,Ground Transport,4.17497
United States,2022-02-04,Industry,2.9323
Japan,2022-02-04,Domestic Aviation,0.0232624
Russia,2022-02-04,Residential,0.532575
India,2022-02-04,Power,4.30812
India,2022-02-04,International Aviation,0.0105896
United States,2022-02-04,Residential,1.72212
China,2022-02-04,Industry,13.0859
China,2022-02-04,International Aviation,0.0189073
China,2022-02-04,Power,12.3914
China,2022-02-04,Residential,2.47003
France,2022-02-04,Domestic Aviation,0.00499079
France,2022-02-04,Ground Transport,0.305523
France,2022-02-04,Industry,0.235668
France,2022-02-04,International Aviation,0.0196167
India,2022-02-04,Residential,0.308819
France,2022-02-04,Power,0.120739
Germany,2022-02-04,Domestic Aviation,0.00351868
Germany,2022-02-04,Ground Transport,0.387629
Germany,2022-02-04,Industry,0.341818
Germany,2022-02-04,International Aviation,0.0272719
Germany,2022-02-04,Power,0.713169
Germany,2022-02-04,Residential,0.742625
India,2022-02-04,Domestic Aviation,0.0179017
India,2022-02-04,Ground Transport,0.80938
India,2022-02-04,Industry,2.07936
France,2022-02-04,Residential,0.401434
United States,2022-02-04,International Aviation,0.177564
China,2022-02-04,Domestic Aviation,0.0485588
China,2022-02-04,Ground Transport,2.31299
Russia,2022-02-05,Industry,0.747277
Japan,2022-02-05,Domestic Aviation,0.0255032
Japan,2022-02-05,Ground Transport,0.482885
Japan,2022-02-05,Industry,0.475867
Japan,2022-02-05,International Aviation,0.00932579
Japan,2022-02-05,Power,0.827408
Japan,2022-02-05,Residential,0.308955
Russia,2022-02-05,Domestic Aviation,0.0427956
Russia,2022-02-05,Ground Transport,0.372996
Russia,2022-02-05,International Aviation,0.00265406
Russia,2022-02-05,Power,1.79779
Russia,2022-02-05,Residential,0.384298
United Kingdom,2022-02-05,Domestic Aviation,0.00589294
United Kingdom,2022-02-05,Ground Transport,0.284533
United Kingdom,2022-02-05,Industry,0.224127
United Kingdom,2022-02-05,International Aviation,0.0340578
United Kingdom,2022-02-05,Power,0.280636
United Kingdom,2022-02-05,Residential,0.226744
United States,2022-02-05,Domestic Aviation,0.39196
United States,2022-02-05,Ground Transport,4.32129
United States,2022-02-05,Industry,2.28507
United States,2022-02-05,International Aviation,0.183495
India,2022-02-05,Residential,0.280663
India,2022-02-05,Power,4.23368
United States,2022-02-05,Power,3.27731
India,2022-02-05,Industry,2.16273
United States,2022-02-05,Residential,1.2309
India,2022-02-05,International Aviation,0.0107858
China,2022-02-05,Domestic Aviation,0.035198
China,2022-02-05,Ground Transport,2.22676
China,2022-02-05,Industry,11.6716
China,2022-02-05,International Aviation,0.0170911
China,2022-02-05,Power,10.7498
France,2022-02-05,Domestic Aviation,0.0065985
France,2022-02-05,Ground Transport,0.342909
France,2022-02-05,Industry,0.173941
France,2022-02-05,International Aviation,0.0184566
China,2022-02-05,Residential,1.5928
France,2022-02-05,Residential,0.185249
India,2022-02-05,Ground Transport,0.799884
France,2022-02-05,Power,0.0743487
Germany,2022-02-05,Residential,0.30341
Germany,2022-02-05,Power,0.707806
Germany,2022-02-05,International Aviation,0.0288032
India,2022-02-05,Domestic Aviation,0.0186611
Germany,2022-02-05,Ground Transport,0.443543
Germany,2022-02-05,Domestic Aviation,0.00537195
Germany,2022-02-05,Industry,0.418166
Russia,2022-02-06,Power,1.82855
Japan,2022-02-06,International Aviation,0.0135196
Japan,2022-02-06,Industry,0.650075
Japan,2022-02-06,Power,1.16131
Japan,2022-02-06,Residential,0.133019
Russia,2022-02-06,Domestic Aviation,0.0541642
Russia,2022-02-06,Ground Transport,0.678968
Russia,2022-02-06,Industry,0.855608
Russia,2022-02-06,International Aviation,0.00372781
Russia,2022-02-06,Residential,0.150043
United States,2022-02-06,Power,5.07
United Kingdom,2022-02-06,Ground Transport,0.305196
United Kingdom,2022-02-06,Industry,0.227927
United Kingdom,2022-02-06,International Aviation,0.0383763
United Kingdom,2022-02-06,Power,0.252478
United Kingdom,2022-02-06,Residential,0.193059
United States,2022-02-06,Domestic Aviation,0.413765
United States,2022-02-06,Ground Transport,4.5254
United States,2022-02-06,Industry,2.91431
United States,2022-02-06,International Aviation,0.189947
Japan,2022-02-06,Ground Transport,0.490519
United Kingdom,2022-02-06,Domestic Aviation,0.00679086
Japan,2022-02-06,Domestic Aviation,0.0225104
France,2022-02-06,Residential,0.105266
India,2022-02-06,Power,4.2244
United States,2022-02-06,Residential,0.96936
India,2022-02-06,Residential,0.286126
China,2022-02-06,Ground Transport,2.21581
China,2022-02-06,Industry,11.3199
China,2022-02-06,International Aviation,0.0242628
China,2022-02-06,Power,11.8277
China,2022-02-06,Residential,1.38569
France,2022-02-06,Domestic Aviation,0.00562362
France,2022-02-06,Ground Transport,0.356406
France,2022-02-06,Industry,0.167903
France,2022-02-06,International Aviation,0.0203592
China,2022-02-06,Domestic Aviation,0.0736717
India,2022-02-06,International Aviation,0.0117279
Germany,2022-02-06,Domestic Aviation,0.00582374
Germany,2022-02-06,Ground Transport,0.446071
Germany,2022-02-06,Industry,0.337559
Germany,2022-02-06,International Aviation,0.0312046
Germany,2022-02-06,Power,0.614846
Germany,2022-02-06,Residential,0.224269
India,2022-02-06,Domestic Aviation,0.0186613
India,2022-02-06,Ground Transport,0.817603
India,2022-02-06,Industry,2.24543
France,2022-02-06,Power,0.0570026
Russia,2022-02-07,Ground Transport,0.451534
Russia,2022-02-07,Domestic Aviation,0.0627979
Japan,2022-02-07,Residential,0.113301
Japan,2022-02-07,Domestic Aviation,0.0236362
Japan,2022-02-07,International Aviation,0.0139496
Japan,2022-02-07,Industry,0.698728
Japan,2022-02-07,Ground Transport,0.484749
Russia,2022-02-07,Industry,0.72701
Japan,2022-02-07,Power,1.53801
Russia,2022-02-07,International Aviation,0.00483711
United Kingdom,2022-02-07,International Aviation,0.0396691
Russia,2022-02-07,Residential,0.121484
United Kingdom,2022-02-07,Domestic Aviation,0.00440577
United Kingdom,2022-02-07,Ground Transport,0.30933
United Kingdom,2022-02-07,Industry,0.126691
United Kingdom,2022-02-07,Power,0.174222
United Kingdom,2022-02-07,Residential,0.162122
United States,2022-02-07,Domestic Aviation,0.405157
United States,2022-02-07,Ground Transport,3.64209
United States,2022-02-07,Industry,2.65929
Russia,2022-02-07,Power,1.6538
India,2022-02-07,Residential,0.256956
United States,2022-02-07,Power,5.69484
India,2022-02-07,International Aviation,0.0121396
United States,2022-02-07,Residential,0.900519
China,2022-02-07,Domestic Aviation,0.127125
China,2022-02-07,Ground Transport,2.48043
China,2022-02-07,Industry,10.3404
China,2022-02-07,International Aviation,0.0205946
China,2022-02-07,Power,14.8868
China,2022-02-07,Residential,1.32854
France,2022-02-07,Domestic Aviation,0.0075801
France,2022-02-07,Ground Transport,0.313158
France,2022-02-07,Industry,0.0754022
India,2022-02-07,Power,3.67041
France,2022-02-07,International Aviation,0.0226738
France,2022-02-07,Residential,0.0901949
Germany,2022-02-07,Domestic Aviation,0.00320582
Germany,2022-02-07,Ground Transport,0.387667
Germany,2022-02-07,Industry,0.256268
Germany,2022-02-07,International Aviation,0.0311924
Germany,2022-02-07,Power,0.561969
Germany,2022-02-07,Residential,0.078306
India,2022-02-07,Domestic Aviation,0.0174684
India,2022-02-07,Ground Transport,0.826139
India,2022-02-07,Industry,2.14384
France,2022-02-07,Power,0.0369061
United States,2022-02-07,International Aviation,0.198123
China,2022-02-08,Ground Transport,2.53385
United States,2022-02-08,Residential,0.887969
Japan,2022-02-08,International Aviation,0.0129995
Japan,2022-02-08,Power,1.841
Japan,2022-02-08,Residential,0.113821
Russia,2022-02-08,Domestic Aviation,0.0623636
Russia,2022-02-08,Ground Transport,0.658086
Russia,2022-02-08,Industry,0.835527
Russia,2022-02-08,International Aviation,0.00516124
Russia,2022-02-08,Power,2.01213
Russia,2022-02-08,Residential,0.107281
Japan,2022-02-08,Industry,0.784635
United Kingdom,2022-02-08,Domestic Aviation,0.00656182
United Kingdom,2022-02-08,Industry,0.0890803
United Kingdom,2022-02-08,International Aviation,0.0386841
United Kingdom,2022-02-08,Power,0.125511
United Kingdom,2022-02-08,Residential,0.105275
United States,2022-02-08,Domestic Aviation,0.436223
United States,2022-02-08,Ground Transport,4.21713
United States,2022-02-08,Industry,2.9192
United States,2022-02-08,International Aviation,0.193263
United States,2022-02-08,Power,6.00772
United Kingdom,2022-02-08,Ground Transport,0.328177
Japan,2022-02-08,Domestic Aviation,0.0259348
Japan,2022-02-08,Ground Transport,0.493286
France,2022-02-08,Residential,0.0849504
China,2022-02-08,Industry,11.683
China,2022-02-08,International Aviation,0.0203121
China,2022-02-08,Power,17.8827
China,2022-02-08,Residential,1.3247
France,2022-02-08,Domestic Aviation,0.00739227
France,2022-02-08,Ground Transport,0.303269
France,2022-02-08,Industry,0.122215
France,2022-02-08,International Aviation,0.0234965
France,2022-02-08,Power,0.0682762
India,2022-02-08,Residential,0.261545
China,2022-02-08,Domestic Aviation,0.143745
Germany,2022-02-08,Ground Transport,0.423204
Germany,2022-02-08,Industry,0.311565
Germany,2022-02-08,International Aviation,0.031835
Germany,2022-02-08,Power,0.705376
Germany,2022-02-08,Residential,0.0717423
India,2022-02-08,Domestic Aviation,0.0160055
India,2022-02-08,Ground Transport,0.829892
India,2022-02-08,Industry,2.08266
India,2022-02-08,International Aviation,0.0124665
India,2022-02-08,Power,3.65076
Germany,2022-02-08,Domestic Aviation,0.0048872
China,2022-02-09,Domestic Aviation,0.0931781
China,2022-02-09,Ground Transport,2.4013
United States,2022-02-09,Power,5.77098
China,2022-02-09,Industry,12.6697
India,2022-02-09,Power,4.0027
India,2022-02-09,International Aviation,0.0125655
India,2022-02-09,Industry,2.34183
India,2022-02-09,Ground Transport,0.837717
India,2022-02-09,Domestic Aviation,0.0173882
Germany,2022-02-09,Residential,0.116851
Germany,2022-02-09,Power,0.726966
Germany,2022-02-09,International Aviation,0.0272365
Germany,2022-02-09,Industry,0.368737
Germany,2022-02-09,Ground Transport,0.442057
Germany,2022-02-09,Domestic Aviation,0.00342495
France,2022-02-09,Residential,0.0899737
France,2022-02-09,Power,0.0903958
France,2022-02-09,International Aviation,0.0219714
France,2022-02-09,Industry,0.20792
France,2022-02-09,Ground Transport,0.348873
France,2022-02-09,Domestic Aviation,0.00664537
China,2022-02-09,Residential,1.40193
China,2022-02-09,Power,14.6874
India,2022-02-09,Residential,0.271343
Japan,2022-02-09,Domestic Aviation,0.0250202
Japan,2022-02-09,Ground Transport,0.506885
Japan,2022-02-09,Industry,0.836203
United States,2022-02-09,International Aviation,0.193806
United States,2022-02-09,Industry,3.45368
United States,2022-02-09,Ground Transport,4.74221
United States,2022-02-09,Domestic Aviation,0.446201
United Kingdom,2022-02-09,Residential,0.122855
United Kingdom,2022-02-09,Power,0.249155
United Kingdom,2022-02-09,International Aviation,0.0399169
United Kingdom,2022-02-09,Industry,0.193816
China,2022-02-09,International Aviation,0.0233279
United Kingdom,2022-02-09,Ground Transport,0.338043
Russia,2022-02-09,Residential,0.252081
Russia,2022-02-09,Power,1.97218
Russia,2022-02-09,International Aviation,0.00509244
Russia,2022-02-09,Industry,0.840209
Russia,2022-02-09,Ground Transport,0.67891
Russia,2022-02-09,Domestic Aviation,0.0662924
Japan,2022-02-09,Residential,0.118347
Japan,2022-02-09,Power,1.56587
Japan,2022-02-09,International Aviation,0.0142486
United Kingdom,2022-02-09,Domestic Aviation,0.00762052
United States,2022-02-09,Residential,0.924977
United States,2022-02-10,Residential,1.0862
China,2022-02-10,Power,12.4765
China,2022-02-10,Domestic Aviation,0.0866057
India,2022-02-10,Residential,0.292185
India,2022-02-10,Power,3.39186
India,2022-02-10,International Aviation,0.0138989
India,2022-02-10,Industry,2.00088
India,2022-02-10,Ground Transport,0.799345
India,2022-02-10,Domestic Aviation,0.0186478
Germany,2022-02-10,Residential,0.292993
Germany,2022-02-10,Power,0.385457
Germany,2022-02-10,International Aviation,0.032683
Germany,2022-02-10,Industry,0.20307
Germany,2022-02-10,Ground Transport,0.365953
Germany,2022-02-10,Domestic Aviation,0.00385309
France,2022-02-10,Residential,0.127378
France,2022-02-10,Power,0.0499093
France,2022-02-10,International Aviation,0.0221917
France,2022-02-10,Industry,0.0937483
France,2022-02-10,Ground Transport,0.290443
France,2022-02-10,Domestic Aviation,0.00569104
China,2022-02-10,Residential,1.40522
Japan,2022-02-10,Domestic Aviation,0.0250218
China,2022-02-10,Industry,11.7107
Japan,2022-02-10,Industry,0.579634
Japan,2022-02-10,International Aviation,0.0144417
China,2022-02-10,Ground Transport,2.46996
United States,2022-02-10,Power,3.50875
United States,2022-02-10,International Aviation,0.191378
United States,2022-02-10,Industry,2.53578
United States,2022-02-10,Ground Transport,3.76973
United States,2022-02-10,Domestic Aviation,0.370306
United Kingdom,2022-02-10,Residential,0.200325
United Kingdom,2022-02-10,Power,0.128235
United Kingdom,2022-02-10,International Aviation,0.0381366
China,2022-02-10,International Aviation,0.0223747
United Kingdom,2022-02-10,Industry,0.120413
United Kingdom,2022-02-10,Domestic Aviation,0.00589804
Russia,2022-02-10,Residential,0.32436
Russia,2022-02-10,Power,2.0688
Russia,2022-02-10,International Aviation,0.00577776
Russia,2022-02-10,Industry,0.810629
Russia,2022-02-10,Ground Transport,0.436415
Russia,2022-02-10,Domestic Aviation,0.0550472
Japan,2022-02-10,Residential,0.111875
Japan,2022-02-10,Power,1.04501
United Kingdom,2022-02-10,Ground Transport,0.315976
Japan,2022-02-10,Ground Transport,0.477411
United States,2022-02-11,Residential,1.27453
United States,2022-02-11,Power,3.81353
Japan,2022-02-11,Domestic Aviation,0.0248176
Japan,2022-02-11,Ground Transport,0.510991
Japan,2022-02-11,Industry,0.72151
Japan,2022-02-11,International Aviation,0.0163301
Japan,2022-02-11,Power,1.30172
Japan,2022-02-11,Residential,0.211256
Russia,2022-02-11,Domestic Aviation,0.040556
Russia,2022-02-11,Ground Transport,0.681907
Russia,2022-02-11,International Aviation,0.00560503
Russia,2022-02-11,Power,2.41081
Russia,2022-02-11,Residential,0.593465
United Kingdom,2022-02-11,Domestic Aviation,0.00637581
United Kingdom,2022-02-11,Ground Transport,0.347878
United Kingdom,2022-02-11,Industry,0.100147
United Kingdom,2022-02-11,International Aviation,0.0324866
United Kingdom,2022-02-11,Power,0.112382
United Kingdom,2022-02-11,Residential,0.241937
United States,2022-02-11,Domestic Aviation,0.421713
United States,2022-02-11,Ground Transport,4.60949
United States,2022-02-11,Industry,2.74389
United States,2022-02-11,International Aviation,0.168756
India,2022-02-11,Residential,0.359136
India,2022-02-11,Power,3.56182
Russia,2022-02-11,Industry,0.880626
India,2022-02-11,Industry,2.09392
India,2022-02-11,International Aviation,0.0135962
China,2022-02-11,Ground Transport,2.50546
China,2022-02-11,Industry,10.7924
China,2022-02-11,International Aviation,0.0239882
China,2022-02-11,Power,13.5636
China,2022-02-11,Residential,2.09743
France,2022-02-11,Domestic Aviation,0.00591929
France,2022-02-11,Ground Transport,0.333295
France,2022-02-11,Industry,0.178265
France,2022-02-11,International Aviation,0.0182275
China,2022-02-11,Domestic Aviation,0.0612322
France,2022-02-11,Residential,0.201754
France,2022-02-11,Power,0.113104
India,2022-02-11,Domestic Aviation,0.0182317
Germany,2022-02-11,Residential,0.377267
Germany,2022-02-11,Power,0.448852
India,2022-02-11,Ground Transport,0.814793
Germany,2022-02-11,Industry,0.221381
Germany,2022-02-11,Ground Transport,0.444023
Germany,2022-02-11,Domestic Aviation,0.00575084
Germany,2022-02-11,International Aviation,0.0268547
France,2022-02-12,Residential,0.375111
India,2022-02-12,Domestic Aviation,0.0190508
Germany,2022-02-12,Residential,0.719969
Germany,2022-02-12,Power,1.02974
Germany,2022-02-12,International Aviation,0.028919
Germany,2022-02-12,Industry,0.402507
India,2022-02-12,Ground Transport,0.838166
Germany,2022-02-12,Ground Transport,0.451195
Germany,2022-02-12,Domestic Aviation,0.00512036
France,2022-02-12,Power,0.153211
China,2022-02-12,Residential,3.82461
France,2022-02-12,Industry,0.209512
France,2022-02-12,Ground Transport,0.354723
France,2022-02-12,Domestic Aviation,0.00573553
China,2022-02-12,Power,16.0184
China,2022-02-12,International Aviation,0.0256376
China,2022-02-12,Industry,10.7167
China,2022-02-12,Ground Transport,2.13813
China,2022-02-12,Domestic Aviation,0.052133
India,2022-02-12,Industry,2.17438
France,2022-02-12,International Aviation,0.0185318
India,2022-02-12,International Aviation,0.013783
India,2022-02-12,Power,3.91724
United States,2022-02-12,Power,4.30513
United States,2022-02-12,Residential,2.07401
United States,2022-02-12,International Aviation,0.177667
United States,2022-02-12,Industry,2.4576
United States,2022-02-12,Ground Transport,4.62709
United States,2022-02-12,Domestic Aviation,0.445917
United Kingdom,2022-02-12,Residential,0.339302
United Kingdom,2022-02-12,Power,0.292979
United Kingdom,2022-02-12,Industry,0.215144
United Kingdom,2022-02-12,Ground Transport,0.344109
United Kingdom,2022-02-12,Domestic Aviation,0.00716118
Russia,2022-02-12,Residential,0.981174
United Kingdom,2022-02-12,International Aviation,0.0347287
Russia,2022-02-12,International Aviation,0.00522579
Japan,2022-02-12,Domestic Aviation,0.0247821
Russia,2022-02-12,Power,2.94133
Japan,2022-02-12,Ground Transport,0.517437
Japan,2022-02-12,Industry,0.686167
Japan,2022-02-12,International Aviation,0.0167452
India,2022-02-12,Residential,0.533401
Japan,2022-02-12,Residential,0.555997
Russia,2022-02-12,Domestic Aviation,0.0395792
Russia,2022-02-12,Ground Transport,0.687408
Russia,2022-02-12,Industry,1.05908
Japan,2022-02-12,Power,1.5776
Germany,2022-03-01,Industry,0.164548
India,2022-03-01,International Aviation,0.00888887
India,2022-03-01,Industry,2.13919
India,2022-03-01,Ground Transport,0.809053
India,2022-03-01,Domestic Aviation,0.0193174
Germany,2022-03-01,Residential,0.427083
Germany,2022-03-01,Power,0.45159
Germany,2022-03-01,International Aviation,0.0246186
India,2022-03-01,Power,3.63365
United States,2022-03-01,Residential,3.52503
Germany,2022-03-01,Domestic Aviation,0.00390311
France,2022-03-01,Residential,0.249734
France,2022-03-01,Power,0.0634058
France,2022-03-01,International Aviation,0.0153052
France,2022-03-01,Industry,0.0750948
France,2022-03-01,Ground Transport,0.329413
France,2022-03-01,Domestic Aviation,0.00752932
China,2022-03-01,Residential,3.52563
China,2022-03-01,Power,17.8505
India,2022-03-01,Residential,1.62148
Germany,2022-03-01,Ground Transport,0.388152
Japan,2022-03-01,Domestic Aviation,0.026716
United Kingdom,2022-03-01,Ground Transport,0.261592
Japan,2022-03-01,Industry,0.468898
China,2022-03-01,Ground Transport,2.55738
United States,2022-03-01,Power,4.481
United States,2022-03-01,International Aviation,0.184177
United States,2022-03-01,Industry,3.06439
United States,2022-03-01,Ground Transport,3.82698
United States,2022-03-01,Domestic Aviation,0.473469
United Kingdom,2022-03-01,Residential,0.282229
United Kingdom,2022-03-01,Power,0.0927062
United Kingdom,2022-03-01,International Aviation,0.0276717
Japan,2022-03-01,Ground Transport,0.451946
United Kingdom,2022-03-01,Industry,0.0630561
Russia,2022-03-01,Residential,0.908476
Russia,2022-03-01,Power,2.6127
Russia,2022-03-01,International Aviation,0.00933902
Russia,2022-03-01,Industry,0.687204
Russia,2022-03-01,Ground Transport,0.527684
Russia,2022-03-01,Domestic Aviation,0.0475917
Japan,2022-03-01,Residential,0.615766
Japan,2022-03-01,Power,1.32031
Japan,2022-03-01,International Aviation,0.00871075
United Kingdom,2022-03-01,Domestic Aviation,0.00505723
China,2022-03-01,Domestic Aviation,0.141018
China,2022-03-01,Industry,11.2272
China,2022-03-01,International Aviation,0.0194904
Japan,2022-03-02,Industry,0.769127
India,2022-03-02,International Aviation,0.00956457
India,2022-03-02,Industry,2.14417
India,2022-03-02,Ground Transport,0.81959
India,2022-03-02,Domestic Aviation,0.0105324
Germany,2022-03-02,Residential,0.564453
Germany,2022-03-02,Power,0.889255
Germany,2022-03-02,International Aviation,0.0198893
Germany,2022-03-02,Ground Transport,0.428187
Germany,2022-03-02,Domestic Aviation,0.00403443
France,2022-03-02,Residential,0.327858
France,2022-03-02,Power,0.140327
France,2022-03-02,International Aviation,0.0123127
France,2022-03-02,Industry,0.219785
France,2022-03-02,Ground Transport,0.344797
France,2022-03-02,Domestic Aviation,0.00445751
China,2022-03-02,Residential,4.16288
China,2022-03-02,Power,11.3918
China,2022-03-02,International Aviation,0.0201393
China,2022-03-02,Industry,6.95858
China,2022-03-02,Ground Transport,2.20312
China,2022-03-02,Domestic Aviation,0.111994
India,2022-03-02,Power,3.76784
India,2022-03-02,Residential,1.16156
Germany,2022-03-02,Industry,0.484004
Japan,2022-03-02,Ground Transport,0.494759
United States,2022-03-02,Residential,3.30612
Japan,2022-03-02,Domestic Aviation,0.0154095
United States,2022-03-02,International Aviation,0.161903
United States,2022-03-02,Industry,2.83938
United States,2022-03-02,Ground Transport,3.56422
United States,2022-03-02,Domestic Aviation,0.370151
United Kingdom,2022-03-02,Residential,0.290033
United Kingdom,2022-03-02,Power,0.179596
United Kingdom,2022-03-02,International Aviation,0.021867
United Kingdom,2022-03-02,Industry,0.225587
United Kingdom,2022-03-02,Ground Transport,0.340638
United States,2022-03-02,Power,4.6206
Russia,2022-03-02,Residential,0.825487
United Kingdom,2022-03-02,Domestic Aviation,0.00585648
Japan,2022-03-02,Power,1.88374
Japan,2022-03-02,Residential,0.633193
Russia,2022-03-02,Domestic Aviation,0.0380897
Japan,2022-03-02,International Aviation,0.0121802
Russia,2022-03-02,Industry,0.86324
Russia,2022-03-02,International Aviation,0.00766009
Russia,2022-03-02,Power,2.85022
